# x y color name
-0.056040490649204425 0.06750466532778837 green Lh01
-0.048653276097843055 0.03186993241907563 green Lh01_2
-0.03560612641222454 -0.0666410878493803 blue Lh01_3
-0.049343113992505495 0.027733964764623642 green Lh02
0.03431795206521055 -0.03364426390454526 red Lh02_2
0.04295649001063821 -0.04006865449486627 red Lh02_3
-0.061633357592249 0.1038195044215288 green Lh03
-0.05935022549005155 0.08937352416193642 green Lh04
-0.05419120806980056 0.04977911228627614 green Lh05
-0.046999452186174843 0.005518736528743943 green Lh05_2
-0.03469287077504673 -0.025915522233544933 blue Lh05_3
-0.04027736641910438 -0.04189796351787509 blue Lh05_4
-0.05436938389149534 0.05617914583905819 green Lh06
-0.060234121592072525 0.09446805720335054 green Lh07
-0.05020839309088557 0.010190311865508658 green Lh08
-0.036785906161502395 -0.0243903793917254 blue Lh08_2
-0.041810292699239644 -0.0751506968174293 blue Lh08_3
0.03619694415193284 -0.03311218539521545 red Lh08_4
-0.05506076082328063 0.06066637906226644 green Lh09
-0.06262043533903065 0.1113065624829735 green Lh10
0.06018628235266453 -0.0045940732849964775 red Ll01
-0.03981586624466946 -0.07404678607282118 blue Ll03
0.08911933654708219 0.05228145499847155 red Ll04
0.04887709642927483 -0.015869980837557095 red Ll04_2
-0.04562030843696627 -0.0391107235657076 blue Ll05
0.08456186873146433 0.040999680119255325 red Ll06
0.08522818457809536 0.04272775363209078 red Ll06_2
0.08328688247880496 0.03872265579018687 red Ll06_3
0.04226238625013346 -0.04220033121559181 red Ll07
-0.014497583416316469 -0.06324990910515908 blue Ll07_2
-0.05266219214258204 0.051331938610214733 green Ll08
-0.04201553948271568 -0.06911136017468539 blue Ll09
-0.03593629571945458 -0.08107077020195866 blue Ll09_2
0.08599248103610888 0.046077287532534705 red Ll09_3
0.02843379333093727 -0.05200215043707106 red Ll09_4
-0.01347004215433233 -0.07213495267456864 blue Ll09_5
-0.05998311676132441 0.09484466408751022 green Ll10
0.0340843450261207 -0.02887683459521161 red Lm01
-0.031010265830793898 -0.06522160421691282 blue Lm02
0.06089274342420263 -0.003108325776424328 red Lm02_2
0.04160489806419675 -0.035780250578800354 red Lm02_3
0.08939455295074142 0.05311735350256651 red Lm03
-0.029485404036093805 -0.06278019362292163 blue Lm04
-0.028749032498862438 -0.06425906063930721 blue Lm04_2
0.04358307298848471 -0.0388975022313061 red Lm04_3
0.018875906515800872 -0.026962244061938607 red Lm05
0.04280740502999146 -0.0283798720161412 red Lm05_2
0.0783085130403961 0.02812336619675886 red Lm05_3
-0.03152969000107878 -0.07418436327471309 blue Lm06
-0.030310817125956922 -0.07432416474062309 blue Lm06_2
-0.04223082537783708 -0.04095492335349488 blue Lm06_3
-0.04068352897183288 0.0369694388168699 green Lm07
0.07953014147263976 0.0314391571902025 red Lm07_2
0.08682717850219057 0.04694223953673809 red Lm07_3
-0.0492982500514515 0.04126182775506989 green Lm08
-0.052605881058542754 0.046955868775960925 green Lm09
-0.06268152457071147 0.11164818740802752 green Lm10
0.007613390342239916 -0.01851374978582731 red S01
-0.04056754443882316 -0.07750917419951359 blue S01_2
0.08828254381154443 0.05039659089522404 red S02
-0.025296036476362267 -0.07088682419091324 blue S03
0.038050428834899494 -0.04148977505166606 red S04
-0.025259457690499882 -0.06208260143794183 blue S05
0.06498307713743008 0.004955573697661343 red S06
-0.0507982137016722 0.053667855310979014 green S07
0.07383655297060021 0.020775663727326962 red S08
-0.050837528729381416 0.050492074476272776 green S09
0.03876352328663067 -0.04256538692612357 red S10
0.0844958900661352 0.04225321530218714 red S10_2
