frequency (GHz), flux (Jy/beam)
   3.45823207e+02  -1.10371842e-03
   3.45823695e+02  -9.00929386e-04
   3.45824184e+02  -9.60767269e-04
   3.45824672e+02  -1.39675569e-03
   3.45825160e+02  -1.22788071e-03
   3.45825649e+02  -4.83773401e-05
   3.45826137e+02   1.24034449e-03
   3.45826625e+02   1.27742160e-03
   3.45827114e+02   2.21387469e-04
   3.45827602e+02   5.64004586e-05
   3.45828090e+02   2.53375294e-03
   3.45828579e+02   4.72811237e-03
   3.45829067e+02   3.92897939e-03
   3.45829555e+02   2.29998655e-03
   3.45830044e+02   9.15132929e-04
   3.45830532e+02  -1.29384018e-04
   3.45831020e+02   2.94220488e-04
   3.45831508e+02   1.04378501e-03
   3.45831997e+02  -4.43293655e-04
   3.45832485e+02  -2.50133313e-03
   3.45832973e+02  -2.29387241e-03
   3.45833462e+02  -3.92324058e-04
   3.45833950e+02   2.29500653e-03
   3.45834438e+02   1.76552706e-03
   3.45834927e+02  -2.34925933e-03
   3.45835415e+02  -3.79228219e-03
   3.45835903e+02  -3.79406987e-03
   3.45836392e+02  -4.10048850e-03
   3.45836880e+02  -2.77737807e-03
   3.45837368e+02   7.46841775e-04
   3.45837856e+02   3.86798801e-03
   3.45838345e+02   2.27349391e-03
   3.45838833e+02   5.12536441e-04
   3.45839321e+02   1.35318551e-03
   3.45839810e+02   1.74660329e-03
   3.45840298e+02   1.80007808e-03
   3.45840786e+02   1.98109914e-03
   3.45841275e+02   1.46944867e-03
   3.45841763e+02  -8.35504441e-04
   3.45842251e+02  -2.13991408e-03
   3.45842740e+02  -7.22119235e-04
   3.45843228e+02  -3.70808382e-04
   3.45843716e+02  -1.17003499e-03
   3.45844204e+02  -1.80660107e-03
   3.45844693e+02  -1.35192834e-03
   3.45845181e+02  -8.07467266e-04
   3.45845669e+02  -6.83436461e-04
   3.45846158e+02  -3.77362070e-04
   3.45846646e+02  -1.50344358e-03
   3.45847134e+02  -2.59843748e-03
   3.45847623e+02  -1.43525389e-03
   3.45848111e+02  -6.28345995e-04
   3.45848599e+02  -6.17963495e-04
   3.45849088e+02   7.96326844e-04
   3.45849576e+02   2.17288174e-03
   3.45850064e+02   1.86682085e-03
   3.45850552e+02   1.51887967e-03
   3.45851041e+02   1.57655519e-03
   3.45851529e+02   9.41040867e-04
   3.45852017e+02  -4.83915210e-04
   3.45852506e+02  -1.77487056e-03
   3.45852994e+02  -1.89516123e-03
   3.45853482e+02  -7.09566288e-04
   3.45853971e+02   2.78033520e-04
   3.45854459e+02   2.32818362e-04
   3.45854947e+02   5.86672279e-04
   3.45855436e+02   1.19679328e-03
   3.45855924e+02   7.16357841e-04
   3.45856412e+02  -5.76649327e-05
   3.45856900e+02  -7.99903413e-04
   3.45857389e+02  -1.85605232e-03
   3.45857877e+02  -1.93110039e-03
   3.45858365e+02  -6.30168011e-04
   3.45858854e+02   8.99089908e-04
   3.45859342e+02   1.80614751e-03
   3.45859830e+02   1.37177797e-03
   3.45860319e+02   8.15394742e-04
   3.45860807e+02   2.16845446e-03
   3.45861295e+02   3.93410353e-03
   3.45861784e+02   3.28133302e-03
   3.45862272e+02   2.27836979e-04
   3.45862760e+02  -2.00837548e-03
   3.45863248e+02  -2.01321114e-03
   3.45863737e+02  -8.60688975e-04
   3.45864225e+02   2.21932842e-05
   3.45864713e+02   5.87691029e-04
   3.45865202e+02   2.27521849e-03
   3.45865690e+02   3.24535789e-03
   3.45866178e+02   1.97432446e-03
   3.45866667e+02  -2.75224127e-04
   3.45867155e+02  -1.48467510e-03
   3.45867643e+02  -1.12731417e-03
   3.45868132e+02  -5.26121410e-04
   3.45868620e+02   6.86292304e-04
   3.45869108e+02   1.17880909e-03
   3.45869597e+02  -5.28238306e-04
   3.45870085e+02  -1.18928285e-04
   3.45870573e+02   1.64429913e-03
   3.45871061e+02   1.90983445e-03
   3.45871550e+02   2.91240052e-03
   3.45872038e+02   4.43561887e-03
   3.45872526e+02   3.45782028e-03
   3.45873015e+02   6.44270796e-04
   3.45873503e+02  -1.35470903e-03
   3.45873991e+02  -2.22250074e-03
   3.45874480e+02  -1.47440273e-03
   3.45874968e+02   3.77694698e-04
   3.45875456e+02   1.42277859e-03
   3.45875945e+02   8.04990064e-04
   3.45876433e+02  -1.72677639e-04
   3.45876921e+02  -6.08783681e-04
   3.45877409e+02  -8.90778028e-05
   3.45877898e+02   7.72427709e-04
   3.45878386e+02   5.43566362e-04
   3.45878874e+02   1.99275761e-04
   3.45879363e+02   9.94639006e-04
   3.45879851e+02   2.08629644e-03
   3.45880339e+02   2.10002880e-03
   3.45880828e+02   1.91519188e-03
   3.45881316e+02   7.70358136e-04
   3.45881804e+02  -1.94935722e-03
   3.45882293e+02  -4.41271253e-03
   3.45882781e+02  -3.28079471e-03
   3.45883269e+02   1.06830834e-04
   3.45883757e+02   6.80853787e-04
   3.45884246e+02  -1.36416580e-03
   3.45884734e+02  -2.69045657e-03
   3.45885222e+02  -3.01383249e-03
   3.45885711e+02  -1.80412433e-03
   3.45886199e+02  -5.32118465e-05
   3.45886687e+02  -6.31734147e-05
   3.45887176e+02  -6.38843223e-04
   3.45887664e+02  -8.60318134e-04
   3.45888152e+02  -1.85171387e-03
   3.45888641e+02  -2.41022441e-03
   3.45889129e+02  -1.92649616e-03
   3.45889617e+02  -1.49304396e-03
   3.45890105e+02   9.57564625e-05
   3.45890594e+02   2.47563026e-03
   3.45891082e+02   2.96198973e-03
   3.45891570e+02   7.92671170e-04
   3.45892059e+02  -4.67345555e-04
   3.45892547e+02   1.75675508e-04
   3.45893035e+02  -9.89257824e-04
   3.45893524e+02  -1.80703483e-03
   3.45894012e+02  -4.16252384e-04
   3.45894500e+02   1.41008015e-04
   3.45894989e+02  -2.73151032e-04
   3.45895477e+02   7.89829181e-04
   3.45895965e+02   2.53056618e-03
   3.45896453e+02   2.92721950e-03
   3.45896942e+02   1.33101665e-03
   3.45897430e+02  -1.50685513e-03
   3.45897918e+02  -3.00421496e-03
   3.45898407e+02  -2.10301206e-03
   3.45898895e+02  -1.33082015e-03
   3.45899383e+02  -9.90935951e-04
   3.45899872e+02   2.03406435e-05
   3.45900360e+02   1.15735122e-04
   3.45900848e+02  -3.98716191e-04
   3.45901337e+02  -1.82970121e-04
   3.45901825e+02   1.38546966e-04
   3.45902313e+02   1.45162968e-03
   3.45902801e+02   4.92385030e-03
   3.45903290e+02   7.05755455e-03
   3.45903778e+02   4.17079544e-03
   3.45904266e+02  -1.31798722e-03
   3.45904755e+02  -3.56437103e-03
   3.45905243e+02  -2.56460719e-03
   3.45905731e+02  -1.27911824e-03
   3.45906220e+02  -6.13641227e-04
   3.45906708e+02  -9.33434174e-04
   3.45907196e+02  -1.67664839e-03
   3.45907685e+02  -2.51508341e-03
   3.45908173e+02  -2.54842220e-03
   3.45908661e+02  -1.16863823e-03
   3.45909150e+02   4.40315984e-04
   3.45909638e+02   7.97814981e-04
   3.45910126e+02  -3.46824199e-05
   3.45910614e+02  -4.37937735e-04
   3.45911103e+02   2.55986670e-04
   3.45911591e+02   7.36521266e-04
   3.45912079e+02  -2.46217765e-04
   3.45912568e+02  -7.29030988e-04
   3.45913056e+02   3.52231174e-04
   3.45913544e+02   8.69873504e-04
   3.45914033e+02   8.84174893e-04
   3.45914521e+02   5.72112505e-04
   3.45915009e+02  -1.15033798e-03
   3.45915498e+02  -2.30227783e-03
   3.45915986e+02  -5.86499751e-04
   3.45916474e+02   1.38188549e-03
   3.45916962e+02   1.62342144e-03
   3.45917451e+02   1.77099044e-03
   3.45917939e+02   1.85125461e-03
   3.45918427e+02   9.39568912e-04
   3.45918916e+02  -2.24662377e-04
   3.45919404e+02  -1.45766791e-03
   3.45919892e+02  -2.19327142e-03
   3.45920381e+02  -3.04282038e-03
   3.45920869e+02  -4.79273871e-03
   3.45921357e+02  -4.50969441e-03
