frequency (GHz), flux (Jy/beam)
   3.56198789e+02   1.16641482e-03
   3.56199277e+02   1.76190177e-03
   3.56199766e+02  -8.33034806e-04
   3.56200254e+02  -4.63911286e-03
   3.56200742e+02  -4.32641245e-03
   3.56201231e+02  -2.92262738e-03
   3.56201719e+02  -2.16721534e-03
   3.56202207e+02   1.33649564e-05
   3.56202695e+02  -5.44207694e-04
   3.56203184e+02  -2.75644497e-03
   3.56203672e+02  -2.34511634e-03
   3.56204160e+02   1.31840690e-03
   3.56204649e+02   3.42455739e-03
   3.56205137e+02   2.01394432e-03
   3.56205625e+02  -1.54757465e-04
   3.56206114e+02  -1.09149388e-03
   3.56206602e+02  -2.44133102e-04
   3.56207090e+02  -7.92402541e-04
   3.56207579e+02  -1.19646371e-03
   3.56208067e+02   6.30550261e-04
   3.56208555e+02   1.12549611e-03
   3.56209044e+02  -2.29738958e-04
   3.56209532e+02  -3.25441331e-04
   3.56210020e+02   1.41844107e-03
   3.56210508e+02   1.64227362e-03
   3.56210997e+02  -3.96378775e-04
   3.56211485e+02  -7.50061299e-04
   3.56211973e+02   2.17536493e-04
   3.56212462e+02   2.09477730e-03
   3.56212950e+02   4.85643186e-03
   3.56213438e+02   4.66720620e-03
   3.56213927e+02   2.31227465e-03
   3.56214415e+02   5.61046880e-04
   3.56214903e+02   5.12592960e-04
   3.56215392e+02   1.29044335e-03
   3.56215880e+02   2.09642784e-03
   3.56216368e+02   1.53166172e-03
   3.56216856e+02   1.51721505e-03
   3.56217345e+02   2.79672188e-03
   3.56217833e+02   1.09337748e-03
   3.56218321e+02  -7.17220071e-04
   3.56218810e+02   1.19685232e-04
   3.56219298e+02   1.52900015e-04
   3.56219786e+02  -2.12075334e-04
   3.56220275e+02   1.01027242e-03
   3.56220763e+02   1.76962942e-03
   3.56221251e+02   1.79584604e-05
   3.56221740e+02  -8.86631082e-04
   3.56222228e+02   1.42807269e-03
   3.56222716e+02   3.44589236e-03
   3.56223204e+02   1.18773815e-03
   3.56223693e+02  -1.18908368e-03
   3.56224181e+02  -1.35906483e-03
   3.56224669e+02  -1.51527661e-03
   3.56225158e+02  -8.80062871e-05
   3.56225646e+02   1.48724706e-03
   3.56226134e+02   2.20956095e-03
   3.56226623e+02   3.62690259e-03
   3.56227111e+02   3.03449831e-03
   3.56227599e+02   2.21698475e-03
   3.56228088e+02   3.26429214e-03
   3.56228576e+02   2.04998208e-03
   3.56229064e+02   8.54922808e-04
   3.56229552e+02   1.48183585e-03
   3.56230041e+02   1.40228088e-03
